respondent,period,demand,lag_1h,lag_24h,lag_168h,hour_of_day,day_of_week,is_weekend
CISO,2026-06-05 21:00:00,30755.0,30769.0,27925.0,27263.0,21.0,5.0,0
CISO,2026-06-05 22:00:00,30511.0,30755.0,27813.0,27341.0,22.0,5.0,0
CISO,2026-06-05 23:00:00,30236.0,30511.0,29170.0,26526.0,23.0,5.0,0
CISO,2026-06-06 00:00:00,30672.0,30236.0,30394.0,24907.0,0.0,6.0,1
CISO,2026-06-06 01:00:00,31236.0,30672.0,31242.0,24499.0,1.0,6.0,1
CISO,2026-06-06 02:00:00,32100.0,31236.0,32269.0,25481.0,2.0,6.0,1
CISO,2026-06-06 03:00:00,32064.0,32100.0,32433.0,26233.0,3.0,6.0,1
CISO,2026-06-06 04:00:00,31440.0,32064.0,32128.0,26916.0,4.0,6.0,1
CISO,2026-06-06 05:00:00,30829.0,31440.0,31447.0,26890.0,5.0,6.0,1
CISO,2026-06-06 06:00:00,29196.0,30829.0,29564.0,25750.0,6.0,6.0,1
CISO,2026-06-06 07:00:00,27202.0,29196.0,27585.0,24673.0,7.0,6.0,1
CISO,2026-06-06 08:00:00,26263.0,27202.0,26438.0,23814.0,8.0,6.0,1
CISO,2026-06-06 09:00:00,24625.0,26263.0,25083.0,23094.0,9.0,6.0,1
CISO,2026-06-06 10:00:00,23639.0,24625.0,24438.0,22100.0,10.0,6.0,1
CISO,2026-06-06 11:00:00,22574.0,23639.0,23510.0,21675.0,11.0,6.0,1
CISO,2026-06-06 12:00:00,22329.0,22574.0,23311.0,21595.0,12.0,6.0,1
CISO,2026-06-06 13:00:00,22377.0,22329.0,23855.0,21851.0,13.0,6.0,1
CISO,2026-06-06 14:00:00,22593.0,22377.0,24856.0,22185.0,14.0,6.0,1
CISO,2026-06-06 15:00:00,24468.0,22593.0,26923.0,23412.0,15.0,6.0,1
CISO,2026-06-06 16:00:00,26521.0,24468.0,29996.0,23715.0,16.0,6.0,1
CISO,2026-06-06 17:00:00,26553.0,26521.0,29798.0,22684.0,17.0,6.0,1
CISO,2026-06-06 18:00:00,26322.0,26553.0,30489.0,21852.0,18.0,6.0,1
CISO,2026-06-06 19:00:00,25176.0,26322.0,30992.0,21084.0,19.0,6.0,1
CISO,2026-06-06 20:00:00,26276.0,25176.0,30769.0,20953.0,20.0,6.0,1
CISO,2026-06-06 21:00:00,26235.0,26276.0,30755.0,20613.0,21.0,6.0,1
CISO,2026-06-06 22:00:00,26064.0,26235.0,30511.0,21162.0,22.0,6.0,1
CISO,2026-06-06 23:00:00,24789.0,26064.0,30236.0,20649.0,23.0,6.0,1
CISO,2026-06-07 00:00:00,24767.0,24789.0,30672.0,21790.0,0.0,0.0,1
CISO,2026-06-07 01:00:00,25933.0,24767.0,31236.0,23897.0,1.0,0.0,1
CISO,2026-06-07 02:00:00,27367.0,25933.0,32100.0,25454.0,2.0,0.0,1
CISO,2026-06-07 03:00:00,27484.0,27367.0,32064.0,25710.0,3.0,0.0,1
CISO,2026-06-07 04:00:00,27623.0,27484.0,31440.0,26197.0,4.0,0.0,1
CISO,2026-06-07 05:00:00,27350.0,27623.0,30829.0,26002.0,5.0,0.0,1
CISO,2026-06-07 06:00:00,26185.0,27350.0,29196.0,24807.0,6.0,0.0,1
CISO,2026-06-07 07:00:00,24614.0,26185.0,27202.0,23766.0,7.0,0.0,1
CISO,2026-06-07 08:00:00,23968.0,24614.0,26263.0,22896.0,8.0,0.0,1
CISO,2026-06-07 09:00:00,22839.0,23968.0,24625.0,21768.0,9.0,0.0,1
CISO,2026-06-07 10:00:00,22042.0,22839.0,23639.0,20877.0,10.0,0.0,1
CISO,2026-06-07 11:00:00,21304.0,22042.0,22574.0,20349.0,11.0,0.0,1
CISO,2026-06-07 12:00:00,21026.0,21304.0,22329.0,19956.0,12.0,0.0,1
CISO,2026-06-07 13:00:00,21135.0,21026.0,22377.0,19771.0,13.0,0.0,1
CISO,2026-06-07 14:00:00,21508.0,21135.0,22593.0,19735.0,14.0,0.0,1
CISO,2026-06-07 15:00:00,22510.0,21508.0,24468.0,21358.0,15.0,0.0,1
CISO,2026-06-07 16:00:00,23988.0,22510.0,26521.0,22136.0,16.0,0.0,1
CISO,2026-06-07 17:00:00,23180.0,23988.0,26553.0,22507.0,17.0,0.0,1
CISO,2026-06-07 18:00:00,22421.0,23180.0,26322.0,22342.0,18.0,0.0,1
CISO,2026-06-07 19:00:00,23102.0,22421.0,25176.0,22232.0,19.0,0.0,1
CISO,2026-06-07 20:00:00,23154.0,23102.0,26276.0,21511.0,20.0,0.0,1
CISO,2026-06-07 21:00:00,23283.0,23154.0,26235.0,20591.0,21.0,0.0,1
CISO,2026-06-07 22:00:00,22590.0,23283.0,26064.0,20683.0,22.0,0.0,1
CISO,2026-06-07 23:00:00,22273.0,22590.0,24789.0,20325.0,23.0,0.0,1
CISO,2026-06-08 00:00:00,23094.0,22273.0,24767.0,21689.0,0.0,1.0,0
CISO,2026-06-08 01:00:00,25931.0,23094.0,25933.0,24468.0,1.0,1.0,0
CISO,2026-06-08 02:00:00,27142.0,25931.0,27367.0,27006.0,2.0,1.0,0
CISO,2026-06-08 03:00:00,27309.0,27142.0,27484.0,28194.0,3.0,1.0,0
CISO,2026-06-08 04:00:00,27561.0,27309.0,27623.0,28210.0,4.0,1.0,0
CISO,2026-06-08 05:00:00,27306.0,27561.0,27350.0,27836.0,5.0,1.0,0
CISO,2026-06-08 06:00:00,25964.0,27306.0,26185.0,26610.0,6.0,1.0,0
CISO,2026-06-08 07:00:00,24110.0,25964.0,24614.0,24475.0,7.0,1.0,0
CISO,2026-06-08 08:00:00,23484.0,24110.0,23968.0,23484.0,8.0,1.0,0
CISO,2026-06-08 09:00:00,22450.0,23484.0,22839.0,22293.0,9.0,1.0,0
CISO,2026-06-08 10:00:00,21945.0,22450.0,22042.0,21343.0,10.0,1.0,0
CISO,2026-06-08 11:00:00,21250.0,21945.0,21304.0,20861.0,11.0,1.0,0
CISO,2026-06-08 12:00:00,21366.0,21250.0,21026.0,21026.0,12.0,1.0,0
CISO,2026-06-08 13:00:00,22328.0,21366.0,21135.0,21953.0,13.0,1.0,0
CISO,2026-06-08 14:00:00,23534.0,22328.0,21508.0,23185.0,14.0,1.0,0
CISO,2026-06-08 15:00:00,26309.0,23534.0,22510.0,25952.0,15.0,1.0,0
CISO,2026-06-08 16:00:00,28275.0,26309.0,23988.0,27986.0,16.0,1.0,0
CISO,2026-06-08 17:00:00,27727.0,28275.0,23180.0,28253.0,17.0,1.0,0
CISO,2026-06-08 18:00:00,27615.0,27727.0,22421.0,27793.0,18.0,1.0,0
CISO,2026-06-08 19:00:00,27545.0,27615.0,23102.0,28104.0,19.0,1.0,0
CISO,2026-06-08 20:00:00,28683.0,27545.0,23154.0,27714.0,20.0,1.0,0
CISO,2026-06-08 21:00:00,28481.0,28683.0,23283.0,27690.0,21.0,1.0,0
CISO,2026-06-08 22:00:00,27342.0,28481.0,22590.0,27998.0,22.0,1.0,0
CISO,2026-06-08 23:00:00,27111.0,27342.0,22273.0,28220.0,23.0,1.0,0
CISO,2026-06-09 00:00:00,28099.0,27111.0,23094.0,28990.0,0.0,2.0,0
CISO,2026-06-09 01:00:00,28712.0,28099.0,25931.0,30321.0,1.0,2.0,0
CISO,2026-06-09 02:00:00,28866.0,28712.0,27142.0,30972.0,2.0,2.0,0
CISO,2026-06-09 03:00:00,29012.0,28866.0,27309.0,31338.0,3.0,2.0,0
CISO,2026-06-09 04:00:00,29236.0,29012.0,27561.0,30954.0,4.0,2.0,0
CISO,2026-06-09 05:00:00,28967.0,29236.0,27306.0,30349.0,5.0,2.0,0
CISO,2026-06-09 06:00:00,27456.0,28967.0,25964.0,28291.0,6.0,2.0,0
CISO,2026-06-09 07:00:00,25826.0,27456.0,24110.0,26297.0,7.0,2.0,0
CISO,2026-06-09 08:00:00,24845.0,25826.0,23484.0,25235.0,8.0,2.0,0
CISO,2026-06-09 09:00:00,23782.0,24845.0,22450.0,23797.0,9.0,2.0,0
CISO,2026-06-09 10:00:00,22792.0,23782.0,21945.0,22752.0,10.0,2.0,0
CISO,2026-06-09 11:00:00,22269.0,22792.0,21250.0,22492.0,11.0,2.0,0
CISO,2026-06-09 12:00:00,22254.0,22269.0,21366.0,22289.0,12.0,2.0,0
CISO,2026-06-09 13:00:00,23188.0,22254.0,22328.0,23044.0,13.0,2.0,0
CISO,2026-06-09 14:00:00,24154.0,23188.0,23534.0,24457.0,14.0,2.0,0
CISO,2026-06-09 15:00:00,26928.0,24154.0,26309.0,26626.0,15.0,2.0,0
CISO,2026-06-09 16:00:00,28579.0,26928.0,28275.0,29017.0,16.0,2.0,0
CISO,2026-06-09 17:00:00,28104.0,28579.0,27727.0,28269.0,17.0,2.0,0
CISO,2026-06-09 18:00:00,28024.0,28104.0,27615.0,27789.0,18.0,2.0,0
CISO,2026-06-09 19:00:00,28573.0,28024.0,27545.0,28072.0,19.0,2.0,0
CISO,2026-06-09 20:00:00,29005.0,28573.0,28683.0,27288.0,20.0,2.0,0
CISO,2026-06-09 21:00:00,29558.0,29005.0,28481.0,27824.0,21.0,2.0,0
CISO,2026-06-09 22:00:00,29166.0,29558.0,27342.0,27179.0,22.0,2.0,0
CISO,2026-06-09 23:00:00,29427.0,29166.0,27111.0,27474.0,23.0,2.0,0
CISO,2026-06-10 00:00:00,29589.0,29427.0,28099.0,28129.0,0.0,3.0,0
CISO,2026-06-10 01:00:00,30924.0,29589.0,28712.0,29344.0,1.0,3.0,0
CISO,2026-06-10 02:00:00,31520.0,30924.0,28866.0,30648.0,2.0,3.0,0
CISO,2026-06-10 03:00:00,31851.0,31520.0,29012.0,30829.0,3.0,3.0,0
CISO,2026-06-10 04:00:00,31583.0,31851.0,29236.0,31153.0,4.0,3.0,0
CISO,2026-06-10 05:00:00,31222.0,31583.0,28967.0,30321.0,5.0,3.0,0
CISO,2026-06-10 06:00:00,29471.0,31222.0,27456.0,28226.0,6.0,3.0,0
CISO,2026-06-10 07:00:00,27490.0,29471.0,25826.0,26329.0,7.0,3.0,0
CISO,2026-06-10 08:00:00,26451.0,27490.0,24845.0,25280.0,8.0,3.0,0
CISO,2026-06-10 09:00:00,25134.0,26451.0,23782.0,24049.0,9.0,3.0,0
CISO,2026-06-10 10:00:00,23899.0,25134.0,22792.0,22941.0,10.0,3.0,0
CISO,2026-06-10 11:00:00,23289.0,23899.0,22269.0,22465.0,11.0,3.0,0
CISO,2026-06-10 12:00:00,23281.0,23289.0,22254.0,22488.0,12.0,3.0,0
CISO,2026-06-10 13:00:00,23864.0,23281.0,23188.0,23187.0,13.0,3.0,0
CISO,2026-06-10 14:00:00,25370.0,23864.0,24154.0,24204.0,14.0,3.0,0
CISO,2026-06-10 15:00:00,28398.0,25370.0,26928.0,26434.0,15.0,3.0,0
CISO,2026-06-10 16:00:00,30841.0,28398.0,28579.0,29115.0,16.0,3.0,0
CISO,2026-06-10 17:00:00,31482.0,30841.0,28104.0,28022.0,17.0,3.0,0
CISO,2026-06-10 18:00:00,31915.0,31482.0,28024.0,27675.0,18.0,3.0,0
CISO,2026-06-10 19:00:00,31958.0,31915.0,28573.0,27566.0,19.0,3.0,0
CISO,2026-06-10 20:00:00,31584.0,31958.0,29005.0,28161.0,20.0,3.0,0
CISO,2026-06-10 21:00:00,32342.0,31584.0,29558.0,28896.0,21.0,3.0,0
CISO,2026-06-10 22:00:00,32607.0,32342.0,29166.0,29770.0,22.0,3.0,0
CISO,2026-06-10 23:00:00,33104.0,32607.0,29427.0,30222.0,23.0,3.0,0
CISO,2026-06-11 00:00:00,34332.0,33104.0,29589.0,30621.0,0.0,4.0,0
CISO,2026-06-11 01:00:00,35579.0,34332.0,30924.0,31437.0,1.0,4.0,0
CISO,2026-06-11 02:00:00,35878.0,35579.0,31520.0,32030.0,2.0,4.0,0
CISO,2026-06-11 03:00:00,35492.0,35878.0,31851.0,32328.0,3.0,4.0,0
CISO,2026-06-11 04:00:00,34850.0,35492.0,31583.0,32173.0,4.0,4.0,0
CISO,2026-06-11 05:00:00,33970.0,34850.0,31222.0,31700.0,5.0,4.0,0
CISO,2026-06-11 06:00:00,31707.0,33970.0,29471.0,29276.0,6.0,4.0,0
CISO,2026-06-11 07:00:00,29438.0,31707.0,27490.0,27633.0,7.0,4.0,0
CISO,2026-06-11 08:00:00,28061.0,29438.0,26451.0,26030.0,8.0,4.0,0
CISO,2026-06-11 09:00:00,26337.0,28061.0,25134.0,24632.0,9.0,4.0,0
CISO,2026-06-11 10:00:00,25068.0,26337.0,23899.0,23584.0,10.0,4.0,0
CISO,2026-06-11 11:00:00,24309.0,25068.0,23289.0,22746.0,11.0,4.0,0
CISO,2026-06-11 12:00:00,24204.0,24309.0,23281.0,23002.0,12.0,4.0,0
CISO,2026-06-11 13:00:00,24827.0,24204.0,23864.0,23676.0,13.0,4.0,0
CISO,2026-06-11 14:00:00,26329.0,24827.0,25370.0,24941.0,14.0,4.0,0
CISO,2026-06-11 15:00:00,30427.0,26329.0,28398.0,27848.0,15.0,4.0,0
CISO,2026-06-11 16:00:00,34155.0,30427.0,30841.0,30855.0,16.0,4.0,0
CISO,2026-06-11 17:00:00,34307.0,34155.0,31482.0,30347.0,17.0,4.0,0
CISO,2026-06-11 18:00:00,34354.0,34307.0,31915.0,30170.0,18.0,4.0,0
CISO,2026-06-11 19:00:00,33960.0,34354.0,31958.0,29201.0,19.0,4.0,0
CISO,2026-06-11 20:00:00,34157.0,33960.0,31584.0,28835.0,20.0,4.0,0
CISO,2026-06-11 21:00:00,33914.0,34157.0,32342.0,27925.0,21.0,4.0,0
CISO,2026-06-11 22:00:00,34466.0,33914.0,32607.0,27813.0,22.0,4.0,0
CISO,2026-06-11 23:00:00,35673.0,34466.0,33104.0,29170.0,23.0,4.0,0
CISO,2026-06-12 00:00:00,35768.0,35673.0,34332.0,30394.0,0.0,5.0,0
CISO,2026-06-12 01:00:00,36700.0,35768.0,35579.0,31242.0,1.0,5.0,0
CISO,2026-06-12 02:00:00,37362.0,36700.0,35878.0,32269.0,2.0,5.0,0
CISO,2026-06-12 03:00:00,37237.0,37362.0,35492.0,32433.0,3.0,5.0,0
CISO,2026-06-12 04:00:00,36499.0,37237.0,34850.0,32128.0,4.0,5.0,0
CISO,2026-06-12 05:00:00,35243.0,36499.0,33970.0,31447.0,5.0,5.0,0
CISO,2026-06-12 06:00:00,32963.0,35243.0,31707.0,29564.0,6.0,5.0,0
CISO,2026-06-12 07:00:00,30476.0,32963.0,29438.0,27585.0,7.0,5.0,0
CISO,2026-06-12 08:00:00,28982.0,30476.0,28061.0,26438.0,8.0,5.0,0
CISO,2026-06-12 09:00:00,27194.0,28982.0,26337.0,25083.0,9.0,5.0,0
CISO,2026-06-12 10:00:00,25754.0,27194.0,25068.0,24438.0,10.0,5.0,0
CISO,2026-06-12 11:00:00,24855.0,25754.0,24309.0,23510.0,11.0,5.0,0
CISO,2026-06-12 12:00:00,24502.0,24855.0,24204.0,23311.0,12.0,5.0,0
CISO,2026-06-12 13:00:00,25003.0,24502.0,24827.0,23855.0,13.0,5.0,0
CISO,2026-06-12 14:00:00,25793.0,25003.0,26329.0,24856.0,14.0,5.0,0
CISO,2026-06-12 15:00:00,29466.0,25793.0,30427.0,26923.0,15.0,5.0,0
CISO,2026-06-12 16:00:00,32842.0,29466.0,34155.0,29996.0,16.0,5.0,0
CISO,2026-06-12 17:00:00,33305.0,32842.0,34307.0,29798.0,17.0,5.0,0
CISO,2026-06-12 18:00:00,33774.0,33305.0,34354.0,30489.0,18.0,5.0,0
CISO,2026-06-12 19:00:00,33398.0,33774.0,33960.0,30992.0,19.0,5.0,0
CISO,2026-06-12 20:00:00,33613.0,33398.0,34157.0,30769.0,20.0,5.0,0
CISO,2026-06-12 21:00:00,34023.0,33613.0,33914.0,30755.0,21.0,5.0,0
CISO,2026-06-12 22:00:00,34844.0,34023.0,34466.0,30511.0,22.0,5.0,0
CISO,2026-06-12 23:00:00,36015.0,34844.0,35673.0,30236.0,23.0,5.0,0
CISO,2026-06-13 00:00:00,36679.0,36015.0,35768.0,30672.0,0.0,6.0,1
CISO,2026-06-13 01:00:00,37662.0,36679.0,36700.0,31236.0,1.0,6.0,1
CISO,2026-06-13 02:00:00,38369.0,37662.0,37362.0,32100.0,2.0,6.0,1
CISO,2026-06-13 03:00:00,37639.0,38369.0,37237.0,32064.0,3.0,6.0,1
CISO,2026-06-13 04:00:00,36354.0,37639.0,36499.0,31440.0,4.0,6.0,1
CISO,2026-06-13 05:00:00,35105.0,36354.0,35243.0,30829.0,5.0,6.0,1
CISO,2026-06-13 06:00:00,33001.0,35105.0,32963.0,29196.0,6.0,6.0,1
CISO,2026-06-13 07:00:00,30601.0,33001.0,30476.0,27202.0,7.0,6.0,1
CISO,2026-06-13 08:00:00,28875.0,30601.0,28982.0,26263.0,8.0,6.0,1
CISO,2026-06-13 09:00:00,26986.0,28875.0,27194.0,24625.0,9.0,6.0,1
CISO,2026-06-13 10:00:00,25691.0,26986.0,25754.0,23639.0,10.0,6.0,1
CISO,2026-06-13 11:00:00,24411.0,25691.0,24855.0,22574.0,11.0,6.0,1
CISO,2026-06-13 12:00:00,23975.0,24411.0,24502.0,22329.0,12.0,6.0,1
CISO,2026-06-13 13:00:00,23760.0,23975.0,25003.0,22377.0,13.0,6.0,1
CISO,2026-06-13 14:00:00,24040.0,23760.0,25793.0,22593.0,14.0,6.0,1
CISO,2026-06-13 15:00:00,27137.0,24040.0,29466.0,24468.0,15.0,6.0,1
CISO,2026-06-13 16:00:00,31129.0,27137.0,32842.0,26521.0,16.0,6.0,1
CISO,2026-06-13 17:00:00,31632.0,31129.0,33305.0,26553.0,17.0,6.0,1
CISO,2026-06-13 18:00:00,31406.0,31632.0,33774.0,26322.0,18.0,6.0,1
CISO,2026-06-13 19:00:00,31626.0,31406.0,33398.0,25176.0,19.0,6.0,1
CISO,2026-06-13 20:00:00,30766.0,31626.0,33613.0,26276.0,20.0,6.0,1
CISO,2026-06-13 21:00:00,30376.0,30766.0,34023.0,26235.0,21.0,6.0,1
CISO,2026-06-13 22:00:00,31339.0,30376.0,34844.0,26064.0,22.0,6.0,1
CISO,2026-06-13 23:00:00,32421.0,31339.0,36015.0,24789.0,23.0,6.0,1
CISO,2026-06-14 00:00:00,33458.0,32421.0,36679.0,24767.0,0.0,0.0,1
CISO,2026-06-14 01:00:00,34385.0,33458.0,37662.0,25933.0,1.0,0.0,1
CISO,2026-06-14 02:00:00,34676.0,34385.0,38369.0,27367.0,2.0,0.0,1
CISO,2026-06-14 03:00:00,34401.0,34676.0,37639.0,27484.0,3.0,0.0,1
CISO,2026-06-14 04:00:00,33337.0,34401.0,36354.0,27623.0,4.0,0.0,1
CISO,2026-06-14 05:00:00,32407.0,33337.0,35105.0,27350.0,5.0,0.0,1
CISO,2026-06-14 06:00:00,30475.0,32407.0,33001.0,26185.0,6.0,0.0,1
CISO,2026-06-14 07:00:00,28500.0,30475.0,30601.0,24614.0,7.0,0.0,1
CISO,2026-06-14 08:00:00,27065.0,28500.0,28875.0,23968.0,8.0,0.0,1
CISO,2026-06-14 09:00:00,25673.0,27065.0,26986.0,22839.0,9.0,0.0,1
CISO,2026-06-14 10:00:00,24051.0,25673.0,25691.0,22042.0,10.0,0.0,1
CISO,2026-06-14 11:00:00,23062.0,24051.0,24411.0,21304.0,11.0,0.0,1
CISO,2026-06-14 12:00:00,22501.0,23062.0,23975.0,21026.0,12.0,0.0,1
CISO,2026-06-14 13:00:00,22441.0,22501.0,23760.0,21135.0,13.0,0.0,1
CISO,2026-06-14 14:00:00,23325.0,22441.0,24040.0,21508.0,14.0,0.0,1
CISO,2026-06-14 15:00:00,26229.0,23325.0,27137.0,22510.0,15.0,0.0,1
CISO,2026-06-14 16:00:00,29392.0,26229.0,31129.0,23988.0,16.0,0.0,1
CISO,2026-06-14 17:00:00,29274.0,29392.0,31632.0,23180.0,17.0,0.0,1
CISO,2026-06-14 18:00:00,29102.0,29274.0,31406.0,22421.0,18.0,0.0,1
CISO,2026-06-14 19:00:00,28535.0,29102.0,31626.0,23102.0,19.0,0.0,1
CISO,2026-06-14 20:00:00,27494.0,28535.0,30766.0,23154.0,20.0,0.0,1
CISO,2026-06-14 21:00:00,27285.0,27494.0,30376.0,23283.0,21.0,0.0,1
CISO,2026-06-14 22:00:00,27629.0,27285.0,31339.0,22590.0,22.0,0.0,1
CISO,2026-06-14 23:00:00,28570.0,27629.0,32421.0,22273.0,23.0,0.0,1
CISO,2026-06-15 00:00:00,30212.0,28570.0,33458.0,23094.0,0.0,1.0,0
CISO,2026-06-15 01:00:00,31765.0,30212.0,34385.0,25931.0,1.0,1.0,0
CISO,2026-06-15 02:00:00,33130.0,31765.0,34676.0,27142.0,2.0,1.0,0
CISO,2026-06-15 03:00:00,33241.0,33130.0,34401.0,27309.0,3.0,1.0,0
CISO,2026-06-15 04:00:00,32599.0,33241.0,33337.0,27561.0,4.0,1.0,0
CISO,2026-06-15 05:00:00,31869.0,32599.0,32407.0,27306.0,5.0,1.0,0
CISO,2026-06-15 06:00:00,29784.0,31869.0,30475.0,25964.0,6.0,1.0,0
CISO,2026-06-15 07:00:00,27638.0,29784.0,28500.0,24110.0,7.0,1.0,0
CISO,2026-06-15 08:00:00,26522.0,27638.0,27065.0,23484.0,8.0,1.0,0
CISO,2026-06-15 09:00:00,24785.0,26522.0,25673.0,22450.0,9.0,1.0,0
CISO,2026-06-15 10:00:00,23987.0,24785.0,24051.0,21945.0,10.0,1.0,0
CISO,2026-06-15 11:00:00,23383.0,23987.0,23062.0,21250.0,11.0,1.0,0
CISO,2026-06-15 12:00:00,23386.0,23383.0,22501.0,21366.0,12.0,1.0,0
CISO,2026-06-15 13:00:00,23832.0,23386.0,22441.0,22328.0,13.0,1.0,0
CISO,2026-06-15 14:00:00,25644.0,23832.0,23325.0,23534.0,14.0,1.0,0
CISO,2026-06-15 15:00:00,30493.0,25644.0,26229.0,26309.0,15.0,1.0,0
CISO,2026-06-15 16:00:00,33993.0,30493.0,29392.0,28275.0,16.0,1.0,0
CISO,2026-06-15 17:00:00,34369.0,33993.0,29274.0,27727.0,17.0,1.0,0
CISO,2026-06-15 18:00:00,34236.0,34369.0,29102.0,27615.0,18.0,1.0,0
CISO,2026-06-15 19:00:00,33235.0,34236.0,28535.0,27545.0,19.0,1.0,0
CISO,2026-06-15 20:00:00,32287.0,33235.0,27494.0,28683.0,20.0,1.0,0
CISO,2026-06-15 21:00:00,31962.0,32287.0,27285.0,28481.0,21.0,1.0,0
CISO,2026-06-15 22:00:00,32257.0,31962.0,27629.0,27342.0,22.0,1.0,0
CISO,2026-06-15 23:00:00,32689.0,32257.0,28570.0,27111.0,23.0,1.0,0
CISO,2026-06-16 00:00:00,33487.0,32689.0,30212.0,28099.0,0.0,2.0,0
CISO,2026-06-16 01:00:00,35225.0,33487.0,31765.0,28712.0,1.0,2.0,0
CISO,2026-06-16 02:00:00,36020.0,35225.0,33130.0,28866.0,2.0,2.0,0
CISO,2026-06-16 03:00:00,35578.0,36020.0,33241.0,29012.0,3.0,2.0,0
CISO,2026-06-16 04:00:00,34705.0,35578.0,32599.0,29236.0,4.0,2.0,0
CISO,2026-06-16 05:00:00,33792.0,34705.0,31869.0,28967.0,5.0,2.0,0
CISO,2026-06-16 06:00:00,31729.0,33792.0,29784.0,27456.0,6.0,2.0,0
CISO,2026-06-16 07:00:00,29210.0,31729.0,27638.0,25826.0,7.0,2.0,0
CISO,2026-06-16 08:00:00,27647.0,29210.0,26522.0,24845.0,8.0,2.0,0
CISO,2026-06-16 09:00:00,26179.0,27647.0,24785.0,23782.0,9.0,2.0,0
CISO,2026-06-16 10:00:00,25088.0,26179.0,23987.0,22792.0,10.0,2.0,0
CISO,2026-06-16 11:00:00,24242.0,25088.0,23383.0,22269.0,11.0,2.0,0
CISO,2026-06-16 12:00:00,23887.0,24242.0,23386.0,22254.0,12.0,2.0,0
CISO,2026-06-16 13:00:00,24724.0,23887.0,23832.0,23188.0,13.0,2.0,0
CISO,2026-06-16 14:00:00,26304.0,24724.0,25644.0,24154.0,14.0,2.0,0
CISO,2026-06-16 15:00:00,30703.0,26304.0,30493.0,26928.0,15.0,2.0,0
CISO,2026-06-16 16:00:00,33859.0,30703.0,33993.0,28579.0,16.0,2.0,0
CISO,2026-06-16 17:00:00,34645.0,33859.0,34369.0,28104.0,17.0,2.0,0
CISO,2026-06-16 18:00:00,33527.0,34645.0,34236.0,28024.0,18.0,2.0,0
CISO,2026-06-16 19:00:00,33093.0,33527.0,33235.0,28573.0,19.0,2.0,0
CISO,2026-06-16 20:00:00,31675.0,33093.0,32287.0,29005.0,20.0,2.0,0
CISO,2026-06-16 21:00:00,30469.0,31675.0,31962.0,29558.0,21.0,2.0,0
CISO,2026-06-16 22:00:00,30264.0,30469.0,32257.0,29166.0,22.0,2.0,0
CISO,2026-06-16 23:00:00,30865.0,30264.0,32689.0,29427.0,23.0,2.0,0
CISO,2026-06-17 00:00:00,32223.0,30865.0,33487.0,29589.0,0.0,3.0,0
CISO,2026-06-17 01:00:00,33874.0,32223.0,35225.0,30924.0,1.0,3.0,0
CISO,2026-06-17 02:00:00,35051.0,33874.0,36020.0,31520.0,2.0,3.0,0
CISO,2026-06-17 03:00:00,34949.0,35051.0,35578.0,31851.0,3.0,3.0,0
CISO,2026-06-17 04:00:00,34468.0,34949.0,34705.0,31583.0,4.0,3.0,0
CISO,2026-06-17 05:00:00,33742.0,34468.0,33792.0,31222.0,5.0,3.0,0
CISO,2026-06-17 06:00:00,31447.0,33742.0,31729.0,29471.0,6.0,3.0,0
CISO,2026-06-17 07:00:00,29217.0,31447.0,29210.0,27490.0,7.0,3.0,0
CISO,2026-06-17 08:00:00,27964.0,29217.0,27647.0,26451.0,8.0,3.0,0
CISO,2026-06-17 09:00:00,26349.0,27964.0,26179.0,25134.0,9.0,3.0,0
CISO,2026-06-17 10:00:00,25003.0,26349.0,25088.0,23899.0,10.0,3.0,0
CISO,2026-06-17 11:00:00,24449.0,25003.0,24242.0,23289.0,11.0,3.0,0
CISO,2026-06-17 12:00:00,24181.0,24449.0,23887.0,23281.0,12.0,3.0,0
CISO,2026-06-17 13:00:00,24819.0,24181.0,24724.0,23864.0,13.0,3.0,0
CISO,2026-06-17 14:00:00,25988.0,24819.0,26304.0,25370.0,14.0,3.0,0
CISO,2026-06-17 15:00:00,28593.0,25988.0,30703.0,28398.0,15.0,3.0,0
CISO,2026-06-17 16:00:00,31189.0,28593.0,33859.0,30841.0,16.0,3.0,0
CISO,2026-06-17 17:00:00,31088.0,31189.0,34645.0,31482.0,17.0,3.0,0
CISO,2026-06-17 18:00:00,31516.0,31088.0,33527.0,31915.0,18.0,3.0,0
CISO,2026-06-17 19:00:00,32080.0,31516.0,33093.0,31958.0,19.0,3.0,0
CISO,2026-06-17 20:00:00,31412.0,32080.0,31675.0,31584.0,20.0,3.0,0
CISO,2026-06-17 21:00:00,31764.0,31412.0,30469.0,32342.0,21.0,3.0,0
CISO,2026-06-17 22:00:00,31648.0,31764.0,30264.0,32607.0,22.0,3.0,0
CISO,2026-06-17 23:00:00,31267.0,31648.0,30865.0,33104.0,23.0,3.0,0
CISO,2026-06-18 00:00:00,31781.0,31267.0,32223.0,34332.0,0.0,4.0,0
CISO,2026-06-18 01:00:00,32931.0,31781.0,33874.0,35579.0,1.0,4.0,0
CISO,2026-06-18 02:00:00,33213.0,32931.0,35051.0,35878.0,2.0,4.0,0
CISO,2026-06-18 03:00:00,32848.0,33213.0,34949.0,35492.0,3.0,4.0,0
CISO,2026-06-18 04:00:00,32510.0,32848.0,34468.0,34850.0,4.0,4.0,0
